deflag,g1_15_AQ,g1_25_AQ,g2_38_CL,g2_37_CL,g4_61_LF,g4_68_LF,g5_86_PE,g5_99_PE
0,NA,NA,NA,0.187701562,1.201836267,NA,NA,0.074729821
1,2.946604667,NA,26.84566787,0.141939295,1.259888362,NA,NA,0.008364465
0,NA,NA,NA,NA,NA,NA,NA,NA
0,1.297042191,NA,12.39556577,0.014778484,NA,NA,NA,NA
0,NA,NA,39.19642378,NA,0.480307188,NA,NA,0.099437938
0,1.595467038,NA,20.04714404,0.031250157,0.875491835,NA,NA,0.119006793
0,NA,NA,NA,NA,NA,NA,NA,NA
0,3.440420139,0.257433124,5.515954456,-0.001838756,0.800054284,0.153732224,1.005023556,0.040295891
0,-1.177046188,0.590465678,11.20364526,0.034511582,0.735328349,0.135330719,0.978154568,-0.004274418
0,1.223400868,0.072774052,NA,NA,0.861816729,0.467226827,1.020342829,-0.049747416
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,0.773267025,0.227470174,NA,-0.040983191
0,NA,NA,17.24458883,NA,0.917442869,NA,NA,-0.043059311
0,0.735902961,0.391613175,12.97923459,0.053705357,0.663708148,0.488824833,1.005493346,0.016759003
0,NA,NA,NA,NA,0.839385387,0.424658421,NA,0.113623818
0,NA,NA,24.74369559,NA,0.90052902,NA,NA,0.076043445
0,NA,NA,19.50832998,NA,0.605296838,NA,NA,0.073730633
0,6.441275624,-0.018745187,4.343042662,0.082965828,1.322294129,0.41677614,0.99539392,0.00017806
0,3.292780481,0.147822162,32.50737863,0.12455077,0.250765979,-0.066498652,1.00109462,0.141940853
0,-0.242928067,0.354545006,13.61067857,0.022860366,0.583290613,0.191946594,0.998739049,0.195728029
0,NA,NA,NA,NA,1.036761201,0.426143964,NA,0.049098853
0,3.783543322,-0.15182046,14.30567701,0.053917512,0.779124639,0.24042321,0.987364339,0.071057001
0,-0.698042597,NA,29.52096863,0.211643859,1.103421024,NA,NA,0.060484198
0,3.501487396,-0.08678805,12.50347849,0.011064881,1.056553147,0.405833593,0.996997587,0.028027592
1,1.835777421,NA,43.03617485,0.12815632,0.612232606,NA,NA,-0.038852194
0,NA,0.085065523,33.22142874,NA,0.310678871,NA,NA,NA
0,NA,0.258334692,NA,0.077700379,NA,NA,NA,NA
0,2.369324196,NA,14.0165084,0.034856601,0.82590181,NA,NA,0.089651742
0,0.858523058,0.867539004,NA,NA,0.867499384,0.31827059,1.013230627,0.003974031
0,2.344464242,-0.07824385,9.722129399,0.070660331,0.606219168,0.459206221,1.013878096,0.064960921
0,0.756622029,0.197116883,34.72372682,0.109494109,1.29793823,0.498195915,1.015224234,0.157017881
0,1.674178246,0.307860228,NA,NA,0.80917295,0.288920172,1.010330183,0.087517595
0,5.640494726,NA,9.766879774,0.100083522,0.551579445,NA,NA,0.09517962
0,0.103257054,1.146301531,0.747164185,0.006732266,1.198689973,-0.024051912,1.031798037,0.143265297
0,0.775907268,0.649632283,17.66695769,0.053514729,0.565778941,0.293007321,0.997228003,-0.03255602
0,4.422148258,-0.097056747,9.911846825,0.052109504,1.405652179,0.272380582,1.007801408,0.078588661
0,NA,NA,NA,0.065909752,0.691559775,NA,NA,0.064554566
0,1.126073523,-0.046118965,20.41709871,0.098204455,1.152914948,0.175034308,1.010949722,0.094764131
0,NA,NA,24.17732231,NA,0.74201408,NA,NA,0.084095261
0,1.255546909,0.562295024,2.142988114,0.069663571,1.103444796,0.03991033,1.014921934,0.026303332
0,1.698047202,0.340867776,21.09431577,0.137087827,1.142145289,0.021930836,1.04205412,0.050702445
0,0.529151525,NA,9.829654695,0.093469304,0.513484049,NA,NA,0.006450096
0,NA,NA,6.900525156,NA,0.801905391,NA,NA,0.101548505
0,5.073973385,0.156311929,11.41904169,0.037604459,0.865210137,0.326641243,1.005324068,0.179747764
0,3.952633965,0.23058774,NA,NA,1.447521174,0.056307438,0.984462115,0.001907968
0,-1.516485327,0.234937568,19.9094154,0.100140667,0.768317383,0.375740819,1.013618083,0.023154084
0,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,1.008173515,-0.052052981,NA,0.189257515
0,0.55357944,0.624128853,12.37482687,0.006202549,0.475919314,0.700374905,0.975812221,0.038143913
0,5.426987027,0.027286057,NA,NA,0.615298738,0.391416325,1.038015483,0.122534547
0,4.478047853,NA,13.18410914,0.167951705,NA,NA,NA,NA
0,1.171788963,NA,11.90842829,0.049794641,0.861679342,NA,NA,-0.014933565
0,NA,NA,NA,NA,1.166511858,0.339007879,NA,-0.017869704
0,NA,NA,23.0813745,NA,0.563239228,NA,NA,0.123841843
0,3.292762828,0.067108657,NA,NA,1.617806308,-0.070774974,1.003731312,-0.011062191
1,-0.449666218,1.422670412,NA,NA,2.145659938,-0.051186057,0.998124928,0.053013542
0,3.302141432,0.350430911,5.45990715,0.092994168,0.992845549,0.201063165,1.03305955,0.475774723
0,2.326791772,NA,10.82504258,0.025660172,0.572500542,NA,NA,0.055800235
0,1.167078479,0.318656503,23.4086921,0.11601168,0.711299707,0.402305342,1.015336681,0.043834099
0,0.910871094,0.536586061,10.30826164,0.027218052,0.608492316,0.230034059,1.005156314,0.108743096
0,NA,NA,NA,0.105711142,NA,0.169515347,1.000996413,-0.032076495
0,NA,0.079445238,12.35013479,NA,0.695387894,NA,NA,NA
0,0.865849615,0.038815952,NA,NA,NA,0.016535304,1.033474519,NA
0,1.486302718,0.132411352,8.294363538,0.052187071,0.673337866,-0.000977572,1.023411113,0.026499549
0,-0.70279322,0.247769491,18.87528312,0.0257315,0.348699615,0.351707067,1.017299262,0.146044178
0,-0.412961377,0.419675558,36.16376777,0.047080478,0.707713647,0.322040518,1.049248732,0.091941904
0,3.123357962,0.1878494,22.09683595,0.064040807,0.409709385,0.282369152,1.005296679,0.092590593
0,-0.205233862,0.941691087,NA,NA,0.630075056,0.57518042,1.019964709,0.093119457
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,40.29552112,NA,0.884425832,NA,NA,0.018184271
0,7.257371797,NA,26.99552651,0.144327046,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,15.52636569,NA,0.790810589,NA,NA,0.06197015
0,-0.61107775,0.760816289,10.33785518,0.027716474,0.846605018,0.321029629,0.983376559,0.052120129
0,4.00589466,0.404386047,12.18825041,0.041154149,1.103118251,0.03833965,1.043822299,0.102746413
0,0.04227412,NA,NA,0.113410347,1.377538482,NA,NA,0.056401866
0,5.297580216,-0.256134699,7.644072644,0.093608069,0.306358337,0.092628465,1.063371202,0.377135716
